SMILES,CASRN,EXTERNALID,N,NAME,ARTICLEID,PUBMEDID,PAGE,TABLE,Papp(PAMPA)(qualitative),pH,UNIT {pH},Temperature,UNIT {Temperature},comment (chemical)
C1=CC=C(C2=CC=C(C=C2)CN3C(=NC4(C3=O)CCCC4)CCCC)C(=C1)C=5N=NNN5,138402-11-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",830,Irbesartan,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NNC(=O)C1=CC=NC=C1,54-85-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",841,isoniazid,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C(=C(C(=O)OC)C(C(C(=O)OC(C)C)=C1C)C2=CC=CC3=NON=C23)C,75695-93-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",844,Isradipine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1N=CN(C1)CC2(OCC(O2)COC3=CC=C(C=C3)N4CCN(C(=O)C)CC4)C5=CC=C(Cl)C=C5Cl,65277-42-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",849,Ketoconazole,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C,22071-15-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",859,Ketoprofen,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1SC2=C(C1)C(=C3CCN(C)CC3)C4=CC=CC=C4CC2=O,34580-13-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",864,ketotifen,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=C(C=C1C(=O)N)C(O)CNC(C)CCC2=CC=CC=C2,36894-69-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",871,Labetalol,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC1OC(N2C=CC(=NC2=O)N)CS1,134678-17-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",877,Lamivudine,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=NN=C(C(=N1)N)C2=CC=CC(Cl)=C2Cl,84057-84-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",881,lamotrigine,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)CN(CC)CC)C1=C(C=CC=C1C)C,137-58-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",885,lidocaine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)C)CC1OC(=O)N(C2=CC=C(N3CCOCC3)C(F)=C2)C1,165800-03-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",892,Linezolid,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=C(F)C(N3CCNC(C)C3)=C(F)C=C2C1=O)CC,98079-51-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",897,Lomefloxacin,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN2N(C)COC3=C(N4CCN(C)CC4)C(F)=CC(C1=O)=C23,115550-35-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",907,Marbofloxacin,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1CC2(C)C(CCC2(O)C(=O)CN3CCN(C)CC3)C4CCC5=CC(=O)C=CC5(C)C14,13085-08-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",910,MAZIPREDONE,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=C2C(C)CC3C4CCC(OC(=O)C)(C(=O)C)C4(C)CCC3C2(C)CCC1=O,71-58-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",915,Medroxyprogesterone acetate,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(=O)C1(O)CCC2C3CC(C4=CC(=O)C=CC4(C)C3C(O)CC12C)C,83-43-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",921,Methylprednisolone,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC(OC)=C(C=C1Cl)C(=O)NCCN(CC)CC,364-62-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",926,Metoclopramide,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC1=CC=C(C=C1)CCOC)CNC(C)C,51384-51-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",934,metoprolol,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCCN1C(=CN=C1C)[N+]([O-])=O,443-48-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",943,Metronidazole,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC=C(C=C1)C(=O)C(C2=CN=CC=C2)(C)C,54-36-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",947,Metyrapone,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1N=C(N2C1CN=C(C3=CC=CC=C3F)C4=CC(Cl)=CC=C24)C,59467-70-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",954,Midazolam,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1N2C(=O)C(NC(=O)C=3C(OCC)=CC=C4C=CC=CC34)C2SC1(C)C,147-52-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",961,Nafcillin,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=C2C3=C1OC4C(=O)CCC5(O)C(N(CC=C)CCC345)C2,465-65-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",963,Naloxone,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C(C1=CC=C2C=C(OC)C=CC2=C1)C,22204-53-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",970,Naproxen,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C)S(=O)(=O)CCC1=CC=C2NC=C(C2=C1)C3CCN(C)CC3,121679-13-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",974,Naratriptan,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C2=C(N=CC=C2C)N(C3=NC=CC=C3C1=O)C4CC4,129618-40-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",985,Nevirapine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC(=O)C1=CN=CC=C1,98-92-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",987,nicotinamide,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC=C(C=C1)C2N(C)CCC2,54-11-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",992,Nicotine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=CC(N3CCNCC3)=C(F)C=C2C1=O)CC,70458-96-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",998,Norfloxacin,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN2C3=C(OCC2C)C(N4CCN(C)CC4)=C(F)C=C3C1=O,82419-36-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1004,Ofloxacin,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCCNC(=O)C1=C([N+]([O-])=C2C=CC=CC2=[N+]1[O-])C,23696-28-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1013,Olaquindox,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=C(C(OC)=C1C)C)CS(=O)C2=NC3=CC(OC)=CC=C3N2,73590-58-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1018,Omeprazole,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1N=C(N(C1)CC2C(=O)C3=C(N(C4=CC=CC=C34)C)CC2)C,99614-02-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1023,ondansetron,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=C(F)C(N3CC(NC(C)C3)C)=C(F)C(F)=C2C1=O)C4CC4,113617-63-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1029,orbifloxacin,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1N2C(=O)C(NC(=O)C=3C(=NOC3C)C4=CC=CC=C4)C2SC1(C)C,66-79-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1034,Oxacillin,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC(=O)N1C2=CC=CC=C2C(=O)CC3=CC=CC=C13,28721-07-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1042,OXCARBAZEPINE,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC1=CC=CC=C1OCC=C)CNC(C)C,6452-71-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1047,oxprenolol,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=C(OC)C(OC)=C1)CS(=O)C2=NC3=CC(OC(F)F)=CC=C3N2,102625-70-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1056,Pantoprazole,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=C2C=C(OC)C(OC)=CC2=C1)CC3=CC=C(OC)C(OC)=C3,58-74-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1059,Papaverine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1CCC(C2=CC=C(F)C=C2)C(COC3=CC=C4OCOC4=C3)C1,61869-08-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1065,paroxetine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N=C(N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(=N)N)C=C1,100-33-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1070,Pentamidine,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC=2N(C(=O)N(C(=O)C2N1C)CCCCC(=O)C)C,06/05/6493,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1080,Pentoxifylline,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCCN1CCN(CCCN2C3=CC=CC=C3SC4=CC=C(Cl)C=C24)CC1,58-39-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1087,Perphenazine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=CC=C1)C(C2=CC=CC=C2)CCN(C)C,86-21-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1093,pheniramine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=C(C(=O)N(N1C2=CC=CC=C2)C3=CC=CC=C3)CCCC,50-33-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1094,Phenylbutazone,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC=1C=CC=C2NC=CC12)CNC(C)C,13523-86-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1100,Pindolol,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C(=C1)C(=O)OC,54063-52-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1106,Pitofenone,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,50-24-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1117,Prednisolone,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC12C,53-03-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1118,Prednisone,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)C(=O)OCCN(CC)CC,59-46-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1125,procaine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2N(C3=CC=CC=C3SC2=C1)CC(N(C)C)C,60-87-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1135,Promethazine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)CNCCC,54063-53-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1141,propafenone,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=C(C=CC=C1C(C)C)C(C)C,2078-54-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1142,Propofol,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC=1C=CC=C2C=CC=CC12)CNC(C)C,525-66-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1150,Propranolol,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC(=O)C1=NC=CN=C1,98-96-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1158,Pyrazinamide,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCCOCCN1CCN(C2=NC3=CC=CC=C3SC4=CC=CC=C24)CC1,111974-69-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1165,Quetiapine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(C=1C=CN=C2C=CC(OC)=CC12)C3N4CCC(C3)C(C=C)C4,130-95-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1167,Quinine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=C(C(OCCCOC)=C1)C)CS(=O)C2=NC3=CC=CC=C3N2,117976-89-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1172,rabeprazole,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CC=CC=C1O,69-72-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1178,Salicylic acid,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=CC=C(F)C=C2)C3=CC(N4CCNCC4)=C(F)C=C3C1=O,98105-99-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1186,sarafloxacin,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C,144-80-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1192,Sulfacetamide,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(Cl)C=C2,80-32-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1197,Sulfachloropyridazine,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC=N2,68-35-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1206,sulfadiazine,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC(OC)=NC(OC)=C2,122-11-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1210,sulfadimethoxine,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=NC(OC)=C2OC,2447-57-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1218,SULFADOXINE,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N=C(N)NS(=O)(=O)C1=CC=C(N)C=C1,57-67-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1223,sulfaguanidine,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC(=N2)C,127-79-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1230,sulfamerazine,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC(=CC(=N2)C)C,57-68-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1236,Sulfamethazine,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(S2)C,144-82-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1239,Sulfamethizole,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NOC(=C2)C,723-46-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1247,sulfamethoxazole,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(OC)C=C2,80-35-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1255,sulfamethoxypyridazine,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=NC(OC)=C2,1220-83-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1257,sulfamonomethoxine,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC(=C(O2)C)C,729-99-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1265,sulfamoxole,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)N,63-74-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1272,sulfanilamide,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC=C2,144-83-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",1279,sulfapyridine,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
